index,generated_output
41179,The voltage rating of the product is 3V.
41180,The voltage rating of the product is 12V.
41181,The wattage of the product is 1.3W.
41182,The width of the product is 1070mm.
41183,The width of the product is 69.5mm.
41184,The depth of the product is 86mm.
41185,The product is a bean bag with dimensions of 80 cm x 90 cm.
41186,The voltage rating of the product is 18V.
41187,The product's item weight is 350g.
41188,The product's item weight is not explicitly indicated in the image.
41189,The width of the product is 2.7 cm or 1.06 inches.
41190,The product has a height of 26mm.
41191,The width of the product is 1.7 inches or 4.5 centimeters.
41192,The depth of the product is 1.7 inches or 4.5 centimeters.
41193,The product is 210 cm tall.
41194,The maximum user weight recommendation is 100kg.
41195,The height of the product is 120 cm.
41196,The width of the product is 50 cm.
41197,The product is 12.5 cm tall.
41198,The depth of the product is 4.92 inches.
41199,The width of the product is 12.5 cm or 4.92 inches.
41200,The depth of the product is 16 cm or 6.3 inches.
41201,The width of the product is 16CM/6.3INCH.
41202,The depth of the product is 12.5 cm.
41203,The height of the product is 12.5 cm.
41204,The height of the product is 2 inches (5 cm).
41205,The width of the product is 6 inches (15.2 cm).
41206,The width of the product is 5.24 inches.
41207,The maximum weight recommendation for the KLETA Cross Trainer Model is 220 lbs.
41208,The wattage of the product is 130 watts.
41209,The product's item weight is not explicitly indicated in the image.
41210,The depth of the product is 60 cm.
41211,The product's item weight is 408g or 14.39oz.
41212,The width of the product is 18.5 cm or 7.3 inches.
41213,The height of the product is 8.5 cm or 3.34 inches.
41214,The height of the product is 2.17 inches.
41215,The product has a width of 74.5 mm.
41216,The product has a height of 74.5 mm.
41217,The height of the product is 3.2 cm.
41218,The height of the product is 10 cm.
41219,The depth of the product is 10 cm.
41220,The width of the product is 10 cm.
41221,The depth of the product is 136 cm or 53.5 inches.
41222,The product has a height of 136 cm (53.5 inches).
41223,The height of the product is 635 mm.
41224,The product's item weight is 0.38 lbs or 176 grams.
41225,The product has a height of 40 cm.
41226,The product has a width of 7 cm.
41227,The product's item weight is 0.178 ounces.
41228,The product's net weight is 21 pounds.
41229,The maximum weight recommendation is 2 Ton.
41230,The width of the product is 71.12 centimeters (28 inches).
41231,The width of the product is 5 cm.
41232,The depth of the product is 5 cm.
41233,The width of the product is 25.3 cm.
41234,The width of the product is 30 cm.
41235,The product is 65 inches tall.
41236,The depth of the product is 9.5 inches.
41237,The product has a height of 40 cm (15.7 inches).
41238,The height of the product is 100 cm.
41239,The depth of the product is 20 cm.
41240,The product has a height of 31.5 inches.
41241,The width of the product is 12 inches.
41242,The depth of the product is 8 inches.
41243,The height of the product is 13 inches.
41244,"The product is a sticker, which is typically 140 x 200 mm in size."
41245,"The product is a set of items, including stickers, unit folded posters, photocards, and double-sided photocards. Each item is described with a specific size and quantity, indicating that the items are part of a collection or set."
41246,"The height of the product is 56 cm, which is approximately 22.05 inches."
41247,The height of the product is 17 cm (6.7 inches).
41248,The width of the product is 60 mm.
41249,The depth of the product is 60 mm.
41250,The maximum weight recommendation is 220 lbs.
41251,The width of the product is 75mm.
41252,The depth of the product is 75mm.
41253,The product's item weight is 32 oz (2 lbs).
41254,The height of the product is 32 cm (12.60 inches).
41255,The product has a height of 0.47 inches.
41256,The depth of the product is 0.47 inches.
41257,The product has a width of 0.47 inches.
41258,The width of the product is 45 cm (17.7 inches).
41259,The width of the product is 7.5 cm.
41260,The depth of the product is 7.5 cm.
41261,The width of the product is 2.5 cm (0.98 inches).
41262,The depth of the product is 0.98 inches (2.47 cm).
41263,The width of the product is 200MM.
41264,The depth of the product is 200MM.
41265,The product in the image is a plush toy shaped like an avocado. The height of the plush toy is 30 cm.
41266,The width of the product in the image is 30cm.
41267,The product in the image is a plush toy shaped like an avocado. The plush toy is 30 cm tall.
41268,The voltage rating of the product is 3.85V.
41269,The depth of the product is 230mm.
41270,The maximum weight recommendation for the baby carrier is 24.0 pounds.
41271,The depth of the product is 4.8 inches.
41272,The product is 20 cm tall.
41273,The product width is 20 cm.
41274,The depth of the product is 8.5 cm or 3.34 inches.
41275,The depth of the product is 11.8 inches or 30 cm.
41276,The width of the product is 11.8 inches or 30 cm.
41277,The image does not provide a specific weight measurement for the product.
41278,The voltage rating of the product is 120VAC.
41279,The depth of the product is 5.5 cm or 2.2 inches.
41280,The height of the product is 5.5 cm or 2.2 inches.
41281,The width of the product is 10.5 inches.
41282,The depth of the product is 10.5 inches.
41283,The depth of the product is 2.95 inches/7.5 cm.
41284,The product's item weight is 4.0 oz (113.4 g).
41285,The height of the product in the image is 3 inches.
41286,The width of the product is 3 inches.
41287,The depth of the product is 3 inches.
41288,The depth of the product is 2.1 inches or 5.5 cm.
41289,The width of the product is 2.6 inches or 6.8 centimeters.
41290,The width of the product is 3.1 inches.
41291,The height of the product is 11 cm.
41292,The depth of the product is 11 cm.
41293,The product is 5 inches tall.
41294,The depth of the product is 3.5 inches.
41295,The product's item weight is 12 oz.
41296,The voltage rating of the product is 24V DC.
41297,The wattage of the product is 0.16A.
41298,The height of the product is 13 inches.
41299,The depth of the product is 8 inches.
41300,The width of the product is 8 inches.
41301,The height of the product is 8 inches.
41302,The width of the product is 1.5 cm (0.6 inches).
41303,The height of the product is 2.5 cm (0.98 inches).
41304,The height of the product is 325 mm.
41305,The width of the product is 325 mm.
41306,The height of the product is 55 mm.
41307,The depth of the product is 10 cm.
41308,The height of the product is 50 cm.
41309,The product's item weight is 8 ounces (227 grams).
41310,The width of the product is 18 inches.
41311,The depth of the product is 18 inches.
41312,The product has a height of 30 inches.
41313,The width of the product is 80mm.
41314,The depth of the product is 80mm.
41315,The height of the product is 80mm.
41316,The width of the product is 41cm.
41317,The depth of the product is 41cm.
41318,The product has a height of 4 inches.
41319,The width of the product is 4 inches.
41320,The depth of the product is 4 inches.
41321,The width of the product is 90mm.
41322,The product's item weight is not explicitly indicated in the image.
41323,The width of the product is 23CM/9.0 inches.
41324,The width of the product is 27 inches.
41325,The depth of the product is 1.5 millimeters (MM).
41326,The height of the product is 7 feet.
41327,The height of the product is 9.06 inches.
41328,The product has a height of 11.81 inches (30 cm).
41329,The depth of the product is 4.33 inches or 11 cm.
41330,The product has a height of 78 inches.
41331,The depth of the product is 12cm.
41332,The width of the product is 12cm.
41333,The voltage rating of the product is 48V DC.
41334,The wattage of the product is 2.4W.
41335,The maximum weight recommendation is 132 lbs.
41336,The width of the product is 130 mm.
41337,The depth of the product is 77 mm.
41338,The voltage rating of the product is 3.7VDC.
41339,The product has a wattage of 120 volts.
41340,The voltage rating of the product is 120 volts.
41341,The product's item weight is 42.3 lbs.
41342,The depth of the product is 81 mm.
41343,The width of the product is 95mm.
41344,The height of the product is 8 inches.
41345,The depth of the product is 4.5 inches.
41346,The depth of the product is 110 mm.
41347,The height of the product is 420 mm.
41348,The product has a height of 38 cm.
41349,The depth of the product is 25 cm.
41350,The voltage rating of the product is 20V MAX.
41351,The product's item weight is not explicitly indicated in the image.
41352,The width of the product is 28 cm.
41353,The product in the picture is a humidifier. The height of the product is 28 cm.
41354,The depth of the product is 23 cm.
41355,"The wattage of the product is not explicitly stated in the image. However, the product is described as a 100 LED globe solar string lights, which suggests that it is a solar-powered string light with a maximum output of 100 LED bulbs."
41356,"The voltage rating of the product is not explicitly mentioned in the given information. However, the product is described as a solar string light, which typically operates on solar energy. The illustration shows a solar panel, indicating that the product uses solar power. Therefore, it can be inferred that the product operates on a solar panel, which typically has a voltage rating of around 12V DC."
41357,The product's item weight is not explicitly indicated in the image.
41358,The volume of the product is 473 ml.
41359,The width of the product is 6.1 inches.
41360,The depth of the product is 1.3 inches.
41361,The voltage rating of the product is 1.35V.
41362,The product has a height of 10 inches.
41363,The image does not provide specific information about the weight of the product.
41364,The maximum weight recommendation on the scale is 100 grams.
41365,The depth of the product is 6.5mm or 0.26 inches.
41366,The product's item weight is 4.9 oz (138g).
41367,The depth of the product is 14 cm.
41368,The width of the product is 14cm.
41369,The width of the product is 4 inches.
41370,The depth of the product is 85 cm.
41371,The depth of the product is 12 cm.
41372,The width of the product is 12 cm.
41373,The maximum weight recommendation for the RMS-2 model is 225 lb.
41374,The product is 68.4 inches tall.
41375,The maximum weight recommendation is 325 lbs.
41376,"The product is a can of Sanpellegrino Arancia & Fico D'India, which is 11.15 fluid ounces (330 milliliters) in volume."
41377,The product's item weight is 150g.
41378,The height of the product is 40 cm or 15.5 inches.
41379,The depth of the product is 34 cm (13.3 inches).
41380,The depth of the product is 24mm.
41381,The height of the product is 24mm.
41382,The depth of the product is 0.68 inches.
41383,The product has a width of 1.87 inches.
41384,The height of the product is 12.7 cm (5 inches).
41385,The width of the product is 55 cm.
41386,The height of the product is 9.5 cm or 3.74 inches.
41387,The depth of the product is 18 cm.
41388,The width of the product is 120 cm.
41389,The width of the product is 57 cm (22.44 inches).
41390,The width of the product is 11.8 inches.
41391,The depth of the product is 11.81 inches.
41392,The height of the product is 68 cm.
41393,The depth of the product is 12 inches (30 cm).
41394,The depth of the product is 50 cm.
41395,The product has a height of 9.8 inches.
41396,The width of the product is 1800 mm.
41397,The depth of the product is 1800 mm.
41398,The product's item weight is 10 oz.
41399,The width of the product in the image is 1.3 cm or 0.51 inches.
41400,The height of the product in the image is 1.3 cm or 0.51 inches.
41401,The width of the product is 16cm or 6.3 inches.
41402,The depth of the product is 6.3 inches.
41403,The depth of the product is 2.28 inches or 5.8 centimeters.
41404,The height of the product is 108 inches.
41405,The depth of the product is 137 cm.
41406,The width of the product is 54 inches.
41407,The height of the product is 11.81 inches or 30 cm.
41408,The depth of the product is 3 feet or 90 cm.
41409,The height of the product is 3 feet or 90 cm.
41410,The maximum weight recommendation is 11.5 kg.
41411,The product's item weight is 2.34 lbs.
41412,The height of the product is 5 inches.
41413,The depth of the product is 4 inches.
41414,The depth of the product is 12.2 inches or 31 centimeters.
41415,The width of the product is 12.2 inches or 31 centimeters.
41416,"The height of the product is 9 cm, which is 3.5 inches."
41417,The height of the product is 22.83 inches.
41418,The width of the product is 22.83 inches.
41419,The depth of the product is 22.83 inches.
41420,The depth of the product is 3.9 inches or 10.0 centimeters.
41421,The product is 3.9 inches tall.
41422,The maximum weight recommendation is 250 kg.
41423,The product's item weight is 12 oz.
41424,The width of the product is 13 cm.
41425,The product's item weight is 340 grams.
41426,The height of the product is 6.5 cm.
41427,The maximum weight recommendation is 176 lbs.
41428,The depth of the product is 12.5 cm.
41429,The width of the product is 40cm.
41430,The height of the product is 8.5 inches (21.6 cm).
41431,The depth of the product is 2.25 inches (5.7 cm).
41432,The volume of the product is 160.0 fluid ounces.
41433,The product's item weight is 14.10 oz (400 g).
41434,The wattage of the product is not explicitly mentioned in the image.
41435,The product's item weight is not explicitly indicated in the image.
41436,The product illustration does not provide information about the voltage rating.
41437,The width of the product is 38cm or 15 inches.
41438,The depth of the product is 38cm/15in.
41439,The product's item weight is 340 grams.
41440,"The product is a bottle of Koia Keto Cookies 'n Cream, which is 12 fluid ounces (355 milliliters) in volume."
41441,The width of the product is 20 cm.
41442,The product has a height of 20 cm.
41443,The height of the product is 70mm.
41444,The depth of the product is 24 inches.
41445,The depth of the product is 6.2 inches.
41446,The product's item weight is 6.5 oz.
41447,The depth of the product is 1.92 inches or 49 millimeters.
41448,The width of the product is 2.79 inches or 71 millimeters.
41449,The depth of the product is 85mm.
41450,The width of the product is 31cm.
41451,The depth of the product is 5.1 inches or 130 millimeters.
41452,The width of the product is 5.1 inches or 130 millimeters.
41453,The height of the product is 5.1 inches or 130 millimeters.
41454,The product's net weight is 10 ounces.
41455,The height of the product is 98mm.
41456,The depth of the product is 98mm.
41457,The height of the product is 13.39 inches (34 cm).
41458,The product has a height of 30cm.
41459,The depth of the product is 25cm.
41460,The height of the product is 10.61 inches.
41461,The depth of the product is 27cm.
41462,The depth of the product is 17 inches.
41463,The width of the product is 11 inches.
41464,The maximum weight recommendation is 22 pounds.
41465,The width of the product is 30.3 inches.
41466,The product's item weight is 35g.
41467,The depth of the product is 54 mm.
41468,The depth of the product is 90 cm.
41469,The width of the product is 90 cm.
41470,The height of the product is 195 cm.
41471,The depth of the product is 10.6 cm.
41472,"The product has a height of 15 cm, 21 cm, 29 cm, 24 cm, and 36 cm."
41473,The width of the product in the image is 15 cm.
41474,The volume of the product is 330 mL.
41475,The height of the product is 342mm.
41476,The height of the product is 5.5 cm.
41477,The product's item weight is 16 oz.
41478,The depth of the product is 5.8 inches / 14 cm.
41479,The width of the product is 5.8 inches or 14 cm.
41480,The depth of the product is 2.5 cm (0.98 inches).
41481,The product has a height of 5.5 cm (2.16 inches).
41482,The depth of the product is approximately 7.5 cm.
41483,The width of the product is approximately 7.5 cm.
41484,The voltage rating of the product is 12V.
41485,The height of the product is 20 inches.
41486,The depth of the product is 1.85 inches.
41487,The width of the product is 1.85 inches.
41488,The height of the product is 4.7 inches or 12 centimeters.
41489,The depth of the product is 10 cm or 3.94 inches.
41490,The height of the product is 10 cm or 3.94 inches.
41491,The image does not provide information about the maximum weight recommendation for the scooter.
41492,The maximum weight recommendation for the wheelchair is 220 pounds.
41493,The width of the product is 7mm.
41494,The height of the product in the image is 18.9 inches.
41495,The product is 17 cm (6.7 inches) tall.
41496,The product has a height of 80mm.
41497,The width of the product is 14 cm (5.5 inches).
41498,The depth of the product is 25cm (9.8 inches).
41499,The product's item weight is 4 oz (113g).
41500,The width of the product is 7.0 cm.
41501,The height of the product is 7.0 cm.
41502,The depth of the product is 7.0 cm.
41503,The height of the product is 8 cm.
41504,The height of the product is 16.5 inches.
41505,The height of the product is 300 mm.
41506,The product has a width of 120mm.
41507,The height of the product is 20 cm.
41508,The depth of the product is 43 cm or 16.9 inches.
41509,The height of the product is 57 cm or 22.4 inches.
41510,The depth of the product is 16.3 inches or 41.5 centimeters.
41511,The width of the product is 16.3 inches or 41.5 centimeters.
41512,The height of the product is 9.84 inches.
41513,The height of the product is 2.9 inches.
41514,The depth of the product is 2.9 inches.
41515,The width of the product is 1.1 inches or 3 cm.
41516,The height of the product is 23.6 inches to 29.5 inches.
41517,The width of the product is 60 cm (23.6 inches).
41518,The depth of the product is 60 cm (23.6 inches).
41519,The width of the product is 16 cm.
41520,The voltage rating of the product is 12V.
41521,The product's item weight is not explicitly indicated in the image.
41522,The product is a 1-watt LED bulb.
41523,The height of the product in the image is 48 cm.
41524,The product in the picture is a plush toy doll. The width of the product is approximately 48 cm.
41525,The depth of the product is 48 cm.
41526,The height of the product is 45 cm.
41527,The product has a height of 8.75 inches.
41528,The depth of the product is 8.75 inches.
41529,The product has a width of 8.75 inches.
41530,The product has a width of 150.5mm.
41531,The depth of the product is 110mm.
41532,The height of the product is 1.25 inches or 31.8 millimeters.
41533,The depth of the product is 3.86 inches or 98 millimeters.
41534,The depth of the product is 3.9 inches or 9.8 centimeters.
41535,The height of the product is 3.9 inches or 9.8 centimeters.
41536,The depth of the product is 1.3 inches or 3.5 centimeters.
41537,The width of the product is 6.2 inches or 15.8 centimeters.
41538,The product has a height of 19 cm.
41539,The width of the product is 30 cm.
41540,The width of the product is 2.2 inches.
41541,The depth of the product is 2.2 inches.
41542,The width of the product is 4.25 inches.
41543,The depth of the product is 4.25 inches.
41544,The depth of the product is 2.91 inches.
41545,The height of the product is 2-1/2 inches (51mm).
41546,The depth of the product is 1.38 inches.
41547,The product has a width of 1.6 cm.
41548,The voltage rating of the product is 1800W.
41549,The wattage of the product is 1800W.
41550,The height of the product is 32 cm.
41551,The width of the product is 32cm.
41552,The depth of the product is 32 cm.
41553,The product's item weight is 8 oz (Loose).
41554,The depth of the product is 8 mm.
41555,The product has a height of 51.5 cm (20.3 inches).
41556,The depth of the product is 34.5 cm / 13.6 inches.
41557,The product's item weight is 5.40 grams.
41558,The height of the product is 4.2 cm (1.65 inches).
41559,The voltage rating of the product is 3.7V.
41560,The width of the product is 2.5 inches.
41561,The height of the product is 4 inches.
41562,The product's net weight is 8.1 ounces (230 grams).
41563,The product has a height of 17.5 cm.
41564,The depth of the product is 7.7 cm.
41565,The product's item weight is not explicitly indicated in the image.
41566,The height of the product is 8.7 cm.
41567,The depth of the product is 8.7 cm.
41568,The voltage rating of the product is 18V.
41569,"The product is a Makita cordless circular saw. The label on the product indicates that it is a 18V battery-powered tool. The wattage of the product is not directly visible on the label, but you can infer it from the power rating on the battery pack. The battery pack is labeled with ""18V"" and ""1800mAh,"" which suggests a power output of approximately 1800 watts."
41570,The depth of the product is 34 inches.
41571,The width of the product is 61.5 inches.
41572,The depth of the product is 60 inches.
41573,The depth of the product is 2.11 inches.
41574,The width of the product is 2.11 inches.
41575,The height of the product is 2.11 inches.
41576,The maximum weight recommendation is 330 lbs.
41577,The width of the product is 20 cm.
41578,The product in the image is a Dewalt 20V MAX* Cordless Drill/Driver. The label on the product indicates that it is a 20V Max* cordless drill driver.
41579,The voltage rating of the product is 20V MAX.
41580,The product's item weight is 4 oz (110g).
41581,The depth of the product is 90mm.
41582,The product has a width of 45mm.
41583,The product has a height of 90mm.
41584,The width of the product is 27 cm.
41585,The product's item weight is 0.71 oz (20g).
41586,The volume of the product is 14 ml.
41587,The product is 183 cm tall.
41588,The depth of the product is 60cm.
41589,The width of the product is 7 cm (2.75 inches).
41590,The product has a width of 16 cm.
41591,The depth of the product is 1.2 inches.
41592,The width of the product is 5 inches.
41593,The depth of the product is 10.5 inches.
41594,The width of the product is 10.5 inches.
41595,The product is 10.5 inches tall.
41596,The height of the product is 58mm.
41597,The depth of the product is 23mm.
41598,The product has a width of 30.5 cm (12 inches).
41599,The product has a height of 30.5 cm (12 inches).
41600,The height of the product is 78 cm.
41601,The width of the product is 50cm.
41602,The depth of the product is 39.3 inches or 100 centimeters.
41603,The product is 39.3 inches tall.
41604,The product's item weight is 30 lbs.
41605,The width of the product is 45mm.
41606,The height of the product is 48 cm.
41607,The height of the product is 5 inches.
41608,The width of the product is 4.5 inches.
41609,The height of the product is 53 cm.
41610,The width of the product is 30CM.
41611,The depth of the product is 13 inches.
41612,The wattage of the product is 240 watts.
41613,The product's item weight is 240W.
41614,The height of the product is 3 inches.
41615,The depth of the product is 8 cm.
41616,The height of the product is 15 cm.
41617,The height of the product is 16.2 inches.
41618,The product's item weight is 24 pounds.
41619,The wattage of the product is 1800W.
41620,The voltage rating of the product is 110V.
41621,The volume of the product is 355 mL.
41622,The height of the product is 15.00 cm.
41623,The width of the product is 12.50 cm.
41624,The product's item weight is 200g.
41625,The depth of the product is 1.77 inches or 4.50 centimeters.
41626,The height of the product is 1.77 inches or 4.50 centimeters.
41627,"The voltage rating of the product is not explicitly mentioned in the image. However, it is clear from the image that the product has a 1000 lumens output and a 210° illumination angle."
41628,The product is a 300 Micron pond liner.
41629,The width of the product is 6ft.
41630,The product has a width of 63mm (2.48 inches).
41631,The product is 91mm tall.
41632,The width of the product is 5.5 inches or 14 centimeters.
41633,The depth of the product is 5.5 inches or 14 centimeters.
41634,"The height of the products can be identified by the measurements provided in the image. Here are the measurements for each product:

1. **Ravioli Press (Left)**:
   - Height: 10.5 cm (4.1 inches)

2. **Ravioli Press (Middle)**:
   - Height: 10.2 cm (4 inches)

3. **Pizza Cutter (Right)**:
   - Height: 13 cm (5.1 inches)

These measurements are given in centimeters and inches."
41635,The depth of the product is 3.7 inches or 9.3 centimeters.
41636,The product is 4.8 inches tall.
41637,The depth of the product is 2.36 inches.
41638,The height of the product is 3.15 inches.
41639,"To determine the volume of the product, we need to consider the dimensions of the bottle and use the formula for volume:

\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

Given that the bottle is a rectangular prism, we can assume the following dimensions based on the visible dimensions:

- Width: 2 inches (since the bottle is 2 inches wide)
- Depth: 2 inches (since the bottle is 2 inches deep)
- Height: 2 inches (since the bottle is 2 inches tall)

Now, we can calculate the volume:

\[ \text{Volume} = 2 \, \text{inches} \times 2 \, \text{inches} \times 2 \, \text{inches} = 8 \, \text{cubic inches} \]

Therefore, the volume of the product is 8 cubic inches."
41640,The height of the product is 5.9 inches or 15 cm.
41641,The width of the product is 1200mm.
41642,The height of the product is 35 inches.
41643,The voltage rating of the product is 120 Volts.
41644,"The product has a capacity of 18,000 BTUs."
41645,The product's item weight is not explicitly indicated in the image.
41646,The width of the product is 4.3 inches (11 cm).
41647,The depth of the product is 4.3 inches (11 cm).
41648,The wattage of the product is 1000 watts.
41649,The product illustration mentions that the Brentwood Select EasyPot is rated at 1000 watts.
41650,The width of the product is 10cm or 3.93 inches.
41651,The depth of the product is 10cm or 3.93 inches.
41652,The product in the picture is a pineapple-shaped silicone lid with a diameter of 10 cm (3.93 inches).
41653,The maximum weight recommendation is 220 lbs.
41654,The width of the product is 3 inches.
41655,The height of the product is 35mm.
41656,The width of the product is 33mm.
41657,The width of the product is 31.5 inches.
41658,The product's item weight is 15 ounces (425 grams).
41659,The width of the product is 1.8 inches or 14.5 centimeters.
41660,The depth of the product is 1.8 inches or 14.5 cm.
41661,The width of the product is 5.8 cm (2.3 inches).
41662,The depth of the product is 5.8 cm (2.3 inches).
41663,The product's item weight is 150g.
41664,The height of the product is 750 mm.
41665,The height of the product is 29.5 inches.
41666,"The product on the left is a Kase K9 filter holder, which is a circular frame with a red knob on the top. The product on the right is a set of Kase K9 magnetic filters, which are two circular rings with a height of 82mm and 77mm, respectively."
41667,The depth of the product in the image is approximately 100 pixels.
41668,The depth of the product is 14 cm.
41669,The product has a height of 20 cm.
41670,"The product is a pack of two fitted sheets, each measuring 70x140 cm."
41671,The product is 70x140 cm tall.
41672,The width of the product is 4.33 inches or 11 cm.
41673,The width of the product is 14.5 cm.
41674,The product has a height of 100 cm.
41675,The width of the product is 1.8 inches.
41676,The depth of the product is 1.8 inches.
41677,The depth of the product is 7.1 cm (2.8 inches).
41678,The depth of the product is 4cm.
41679,The width of the product is 30CM.
41680,The product has a height of 43.3 inches.
41681,The width of the product is 45 cm.
41682,The depth of the product is 45 cm.
41683,The width of the product is 215 cm or 85 inches.
41684,"The product's item weight is 5,272 cubic feet per minute."
41685,The wattage of the product is 22 Watts.
41686,The voltage rating of the product is 22 Watts.
41687,The width of the product is 18.90 inches.
41688,The depth of the product is 18.5 cm.
41689,The height of the product is 18.5 cm.
41690,The product has a height of 11.5 cm.
41691,The height of the product is 18.5 inches.
41692,The depth of the product is 18.5 inches.
41693,The height of the product is 5.5 cm (2.17 inches).
41694,The depth of the product is 2.8cm/1.1in.
41695,The product's item weight is 7 oz (198 g).
41696,The width of the product is 25cm.
41697,The height of the product is 25cm.
41698,The width of the product is 210 cm (82.7 inches).
41699,The depth of the product is 90 cm (35.4 inches).
41700,The product's item weight is not explicitly indicated in the image.
41701,The product is rated at 30V.
41702,The voltage rating of the product is 30V.
41703,The depth of the product is 60cm/23.62 inches.
41704,The width of the product is 1.8 inches or 4.5 centimeters.
41705,The depth of the product is 2.8 inches or 7.0 centimeters.
41706,The product is 2.8 inches tall.
41707,The height of the product is 43 cm or 17 inches.
41708,The depth of the product is 11.5 cm (4.5 inches).
41709,The width of the product is 11.5 cm or 4.5 inches.
41710,The product has a height of 11.8 inches or 30 centimeters.
41711,The depth of the product is 19.6 inches or 24.5 centimeters.
41712,The product has a height of 67cm.
41713,The width of the product is 57cm.
41714,The depth of the product is 23 cm or 9.05 inches.
41715,The width of the product is 23 cm or 9.05 inches.
41716,The depth of the product is 31 inches.
41717,The width of the product is 4cm.
41718,The depth of the product is 4cm.
41719,The height of the product is 7.9 cm.
41720,The width of the product is 14.3 cm.
41721,The depth of the product is 21 cm.
41722,The width of the product is 28.35 inches.
41723,The height of the product is 28.35 inches or 72 centimeters.
41724,The depth of the product is 28.35 inches / 72 cm.
41725,The product's item weight is 14 oz.
41726,The depth of the product is 100mm.
41727,The depth of the product is 16.2 cm.
41728,The width of the product is 16.2 cm.
41729,The height of the product is 8.2 feet.
41730,The depth of the product is 3.5 meters.
41731,The product's item weight is 14TB.
41732,The height of the product is 150 mm.
41733,The height of the product is 10 cm.
41734,The product's item weight is 16TB.
41735,The product has an 1500W high power.
41736,The voltage rating of the product is 1500W.
41737,The volume of the product is 29.6 milliliters.
41738,The width of the product is 9.5 cm.
41739,The height of the product is 29 cm.
41740,The depth of the product is 9.5 cm.
41741,The depth of the product is 300mm.
41742,The product has a width of 280mm.
41743,"The height of the product is 1.1 cm, which is equivalent to 0.43 inches."
41744,The product has a height of 35.8 cm.
41745,The depth of the product is 1.38 inches.
41746,The height of the product is 2.25 inches.
41747,The width of the product is 16.5 cm.
41748,The depth of the product is 3.5 cm.
41749,The width of the product is 19.5 cm or 7.7 inches.
41750,The depth of the product is 19.5 cm or 7.7 inches.
41751,The depth of the product is 23.5 cm (9.25 inches).
41752,The product's item weight is not explicitly indicated in the image.
41753,The product is a 35W single output switching power supply.
41754,The depth of the product is 18 cm.
41755,The height of the product is 18 cm.
41756,The product's item weight is 210 grams.
41757,The depth of the product is 9.82 inches or 24.76 centimeters.
41758,The width of the product is 7.66 inches or 19.5 cm.
41759,The width of the product is 8 inches.
41760,The depth of the product is 8 inches.
41761,The product's item weight is not explicitly indicated in the image.
41762,"The depth of the product is 25 cm, which is 9.8 inches."
41763,The height of the product is 200 cm (78.4 inches).
41764,The width of the product is 30 cm (11.8 inches).
41765,The height of the product is 44 cm.
41766,"The product is a two-piece toilet. The dimensions are as follows:

- Height: 605 mm
- Width: 380 mm
- Depth: 825 mm

The dimensions are given in millimeters."
41767,The product's item weight is not explicitly indicated in the image.
41768,The wattage of the product is not explicitly mentioned in the image.
41769,"The voltage rating of the product is not explicitly mentioned in the image. However, it is mentioned that the fan has a low noise and high speed, which suggests that it is designed to operate at a high speed without causing excessive noise."
41770,The product has a height of 15 inches.
41771,The width of the product is 15 inches.
41772,The width of the product is 128mm.
41773,The product has a height of 128mm.
41774,The depth of the product is 128mm.
41775,The depth of the product is 19.5 inches or 49.5 centimeters.
41776,The width of the product is 19.5 inches or 49.5 centimeters.
41777,The width of the product is 35.5 cm.
41778,The product is 60 inches tall.
41779,The height of the product is 200 mm.
41780,The product has a depth of 2.1 inches or 5.3 centimeters.
41781,The product has a width of 4.4 inches (11.3 cm).
41782,The product has a height of 32mm (1.26 inches).
41783,The product has a height of 18.5 inches.
41784,The width of the product is 60 inches.
41785,The depth of the product is 2.5 cm / 1 inch.
41786,The depth of the product is 6.8 cm.
41787,The width of the product is 6.8 cm.
41788,The width of the product is 40 cm (15.7 inches).
41789,The product's item weight is 4 oz.
41790,The depth of the product is 100 cm.
41791,The product's item weight is not explicitly indicated in the image.
41792,"The volume of the product can be determined by interpreting the visible dimensions of the bottle and the spoon. The bottle is cylindrical and the spoon is also cylindrical. The visible dimensions of the bottle are approximately 2 cm in width, 2 cm in depth, and 5 cm in height. The visible dimensions of the spoon are approximately 2 cm in width, 2 cm in depth, and 5 cm in height.

To calculate the volume of the product, we can use the formula for the volume of a cylinder, which is:

\[ \text{Volume} = \pi r^2 h \]

where \( r \) is the radius of the cylinder (half the width), and \( h \) is the height of the cylinder (half the depth).

Given the visible dimensions of the bottle and spoon, we can calculate the volume of the product as follows:

\[ \text{Volume of bottle} = \pi (2 \, \text{cm})^2 (5 \, \text{cm}) = \pi \times 4 \times 5 = 20\pi \, \text{cm}^3 \]

\[ \text{Volume of spoon} = \pi (2 \, \text{cm})^2 (5 \, \text{cm}) = \pi \times 4 \times 5 = 20\pi \, \text{cm}^3 \]

Since the volume of the bottle and spoon are the same, the volume of the product is:

\[ \text{Volume of product} = 20\pi \, \text{cm}^3 \]

Using \(\pi \approx 3.14\), we get:

\[ \text{Volume of product} \approx 20 \times 3.14 = 62.8 \, \text{cm}^3 \]

Therefore, the volume of the product is approximately 62.8 cubic centimeters."
41793,The depth of the product is 56mm.
41794,The product is 119mm tall.
41795,The width of the product is 16 cm.
41796,The depth of the product is 16 cm.
41797,The height of the product is 19.5 cm.
41798,The depth of the product is 13mm.
41799,The height of the product is 13mm.
